player,team,shirt_number,nation,position,age,minutes,goals,assists,penalty_shoot_on_goal,penalty_shoot,total_shoot,Shoot on Target,yellow_cards,red_cards,touches,dribbles,tackles,blocks,expected_goals_xg,non_penalty_xg_npxg,expected_assists_xag,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completed_%,progressive_passes,carries,progressive_carries,dribble_attempts,successful_dribbles,date
Patrick Cutrone,Como,10,ITA,FW,26,90,0,0,0,0,3,1,0,0,25,0,0,1,0.2,0.2,0.0,1,0,8,13,61.5,0,18,4,1,0,2024-10-19
Alieu Fadera,Como,16,GAM,LW,22,76,0,1,0,0,0,0,0,0,41,1,0,0,0.0,0.0,0.7,2,1,31,36,86.1,5,34,9,1,0,2024-10-19
Lucas Da Cunha,Como,33,FRA,RW,23,14,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,13,2,0,0,2024-10-19
Gabriel Strefezza,Como,7,BRA,RW,27,62,0,0,0,0,3,0,0,0,43,1,0,0,0.3,0.3,0.1,2,0,25,35,71.4,3,32,4,1,1,2024-10-19
Luca Mazzitelli,Como,36,ITA,AM and DM,28,28,0,0,0,0,1,0,0,0,19,2,0,0,0.0,0.0,0.0,1,0,15,16,93.8,3,11,0,0,0,2024-10-19
Nicolás Paz,Como,79,ARG,AM and LW and RW,20,90,1,0,0,0,2,1,0,0,57,1,1,1,0.7,0.7,0.1,4,0,33,47,70.2,5,38,2,1,0,2024-10-19
Sergi Roberto,Como,20,ESP,DM,32,84,0,0,0,0,0,0,1,0,70,1,0,1,0.0,0.0,0.0,1,0,55,64,85.9,8,50,4,2,1,2024-10-19
Alessandro Gabrielloni,Como,9,ITA,AM,30,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,4,1,0,0,2024-10-19
Máximo Perrone,Como,23,ARG,DM,21,90,0,0,0,0,1,0,0,0,94,1,0,1,0.0,0.0,0.1,3,0,77,86,89.5,9,73,2,0,0,2024-10-19
Alberto Moreno,Como,18,ESP,LB,32,62,0,0,0,0,0,0,0,0,52,1,1,0,0.0,0.0,0.2,3,1,40,47,85.1,7,42,2,0,0,2024-10-19
Marco Sala,Como,3,ITA,LB,25,28,0,0,0,0,0,0,0,0,26,4,0,0,0.0,0.0,0.0,0,0,14,22,63.6,1,13,1,0,0,2024-10-19
Marc-Oliver Kempf,Como,2,GER,CB,29,90,0,0,0,0,0,0,0,0,91,2,6,2,0.0,0.0,0.0,0,0,70,75,93.3,5,62,2,0,0,2024-10-19
Alberto Dossena,Como,13,ITA,CB,26,84,0,0,0,0,1,0,0,0,66,1,0,0,0.1,0.1,0.0,1,0,53,59,89.8,2,48,1,0,0,2024-10-19
Edoardo Goldaniga,Como,5,ITA,CB,30,6,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,1,12,0,0,0,2024-10-19
Ignace Van Der Brempt,Como,77,BEL,RB,22,90,0,0,0,0,1,1,0,0,74,2,2,0,0.1,0.1,0.0,1,0,54,66,81.8,5,45,2,3,2,2024-10-19
Emil Audero,Como,1,ITA,GK,27,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,35,37,94.6,0,29,0,0,0,2024-10-19
Ange-Yoan Bonny,Parma,13,FRA,FW,20,70,1,0,0,0,2,1,0,0,27,1,0,0,0.2,0.2,0.0,1,0,15,22,68.2,5,15,2,1,0,2024-10-19
Gabriel Charpentier,Parma,9,CGO,FW,25,20,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,4,0,0,0,2024-10-19
Matteo Cancellieri,Parma,22,ITA,LM,22,55,0,0,0,0,0,0,0,0,17,0,2,0,0.0,0.0,0.0,1,0,5,9,55.6,2,8,1,3,0,2024-10-19
Dennis Man,Parma,98,ROU,RW,26,35,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.1,2,0,18,22,81.8,1,19,2,2,1,2024-10-19
Hernani,Parma,27,BRA,CM and AM,30,77,0,1,0,0,0,0,0,0,28,0,2,3,0.0,0.0,0.2,2,1,17,21,81.0,3,16,3,1,1,2024-10-19
Drissa Camara,Parma,23,CIV,LW,22,13,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,3,7,42.9,0,7,0,0,0,2024-10-19
Simon Sohm,Parma,19,SUI,CM and DM,23,70,0,0,0,0,1,0,1,0,23,1,1,1,0.0,0.0,0.0,4,0,14,17,82.4,0,10,2,1,1,2024-10-19
Mandela Keita,Parma,16,BEL,DM,22,20,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,15,16,93.8,2,11,1,1,1,2024-10-19
Pontus Almqvist,Parma,11,SWE,RM,25,55,0,0,0,0,0,0,0,0,21,0,0,2,0.0,0.0,0.0,1,1,12,14,85.7,2,12,2,2,1,2024-10-19
Valentin Mihaila,Parma,28,ROU,LW and AM,24,35,0,0,0,0,2,0,1,0,24,0,1,3,0.1,0.1,0.0,1,0,12,17,70.6,4,10,0,0,0,2024-10-19
Adrian Bernabe,Parma,10,ESP,DM,23,90,0,0,0,0,2,0,0,0,69,4,0,1,0.1,0.1,0.0,1,0,49,58,84.5,5,39,2,4,3,2024-10-19
Emanuele Valeri,Parma,14,ITA,LB,25,90,0,0,0,0,0,0,0,0,53,0,1,1,0.0,0.0,0.0,1,0,27,44,61.4,5,29,3,2,0,2024-10-19
Botond Balogh,Parma,4,HUN,CB,22,90,0,0,0,0,0,0,0,0,52,0,1,3,0.0,0.0,0.0,0,0,39,44,88.6,4,31,1,0,0,2024-10-19
Enrico Del Prato,Parma,15,ITA,CB,24,90,0,0,0,0,0,0,0,0,51,0,1,4,0.0,0.0,0.0,1,0,34,38,89.5,1,13,0,0,0,2024-10-19
Antoine Hainaut,Parma,20,FRA,RB,22,90,0,0,0,0,1,1,0,0,49,3,1,0,0.0,0.0,0.0,0,0,27,36,75.0,2,24,2,2,1,2024-10-19
Zion Suzuki,Parma,31,JPN,GK,22,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,33,42,78.6,0,23,0,0,0,2024-10-19
Andrea Pinamonti,Genoa,19,ITA,FW,25,90,2,0,0,0,5,3,1,0,34,1,0,2,0.2,0.2,0.0,2,0,13,18,72.2,1,16,2,0,0,2024-10-19
Morten Thorsby,Genoa,2,NOR,FW and LM,28,64,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.2,4,0,12,19,63.2,2,9,0,1,0,2024-10-19
Patrizio Masini,Genoa,73,ITA,CM and LM,23,26,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,3,6,50.0,1,4,0,0,0,2024-10-19
Fabio Miretti,Genoa,23,ITA,DM and CM,21,64,0,0,0,0,1,0,0,0,32,1,0,0,0.0,0.0,0.0,2,0,13,21,61.9,3,15,1,4,2,2024-10-19
Alessandro Zanoli,Genoa,59,ITA,RM and CM,24,26,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,4,0,1,0,2024-10-19
Morten Frendrup,Genoa,32,DEN,DM and CM,23,81,0,0,0,0,0,0,0,0,40,3,0,3,0.0,0.0,0.0,3,0,25,30,83.3,3,14,0,0,0,2024-10-19
David Akpan Ankeye,Genoa,30,NGA,LM,22,9,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,1,1,1,100.0,0,2,0,1,1,2024-10-19
Filippo Melegoni,Genoa,72,ITA,DM,25,45,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,0,0,2024-10-19
Jeff Ekhator,Genoa,21,ITA,FW,17,45,0,1,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,1,7,8,87.5,2,6,0,1,0,2024-10-19
Aarón Martín,Genoa,3,ESP,WB and LB and CM,27,90,0,1,0,0,2,1,1,0,43,2,0,3,0.1,0.1,0.0,2,2,21,35,60.0,1,20,1,0,0,2024-10-19
Stefano Sabelli,Genoa,20,ITA,RB and WB,31,90,0,0,0,0,0,0,0,0,48,5,2,0,0.0,0.0,0.1,3,0,15,38,39.5,3,20,2,1,0,2024-10-19
Alan Matturro,Genoa,33,URU,CB,20,90,0,0,0,0,0,0,0,0,28,1,1,1,0.0,0.0,0.0,0,0,18,22,81.8,3,10,0,0,0,2024-10-19
Johan Vásquez,Genoa,22,MEX,CB,25,90,0,0,0,0,0,0,0,0,40,1,1,0,0.0,0.0,0.0,0,0,29,33,87.9,1,19,1,0,0,2024-10-19
Alessandro Marcandalli,Genoa,27,ITA,CB,22,45,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,0,0,11,19,57.9,0,11,0,0,0,2024-10-19
Brooke Norton-Cuffy,Genoa,15,ENG,RM and LM and LB,20,45,0,0,0,0,1,0,0,0,16,0,1,0,0.1,0.1,0.0,1,0,10,13,76.9,3,7,1,1,0,2024-10-19
Nicola Leali,Genoa,1,ITA,GK,31,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,22,35,62.9,0,22,0,0,0,2024-10-19
Santiago Castro,Bologna,9,ARG,FW,20,75,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,2,0,6,7,85.7,1,10,0,0,0,2024-10-19
Thijs Dallinga,Bologna,24,NED,FW,24,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,6,0,0,0,2024-10-19
Benjamín Domínguez,Bologna,30,ARG,LW,21,62,0,0,0,0,2,2,0,0,30,1,0,0,0.1,0.1,0.0,1,1,10,17,58.8,0,23,2,2,0,2024-10-19
Jesper Karlsson,Bologna,10,SWE,LW,26,28,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,3,0,0,0,2024-10-19
Riccardo Orsolini,Bologna,7,ITA,RW,27,89,1,0,0,0,5,3,0,0,32,0,0,0,0.4,0.4,0.0,2,0,19,23,82.6,4,24,5,3,2,2024-10-19
Emil Holm,Bologna,2,SWE,RW,24,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,2024-10-19
Jens Odgaard,Bologna,21,DEN,AM,25,75,1,0,0,0,3,1,0,0,32,2,0,1,0.1,0.1,0.0,1,0,13,17,76.5,1,14,2,3,0,2024-10-19
Giovanni Fabbian,Bologna,80,ITA,AM,21,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,6,1,0,0,2024-10-19
Remo Freuler,Bologna,8,SUI,DM,32,90,0,0,0,0,0,0,0,0,56,1,1,1,0.0,0.0,0.0,1,0,44,48,91.7,2,34,0,0,0,2024-10-19
Nikola Moro,Bologna,6,CRO,DM,26,90,0,1,0,0,1,1,0,0,89,1,2,2,0.0,0.0,0.1,6,1,68,82,82.9,16,58,3,2,2,2024-10-19
Juan Miranda,Bologna,33,ESP,LB,24,90,0,0,0,0,1,0,0,0,71,1,1,0,0.0,0.0,0.0,3,1,48,68,70.6,6,39,1,0,0,2024-10-19
Nicolò Casale,Bologna,15,ITA,CB,26,90,0,0,0,0,0,0,0,0,51,1,1,4,0.0,0.0,0.0,0,0,34,40,85.0,2,29,0,0,0,2024-10-19
Sam Beukema,Bologna,31,NED,CB,25,90,0,0,0,0,0,0,0,0,66,0,0,1,0.0,0.0,0.0,0,0,50,57,87.7,1,44,0,0,0,2024-10-19
Stefan Posch,Bologna,3,AUT,RB,27,90,0,0,0,0,0,0,0,0,64,3,0,1,0.0,0.0,0.1,3,0,43,57,75.4,2,36,1,1,1,2024-10-19
Federico Ravaglia,Bologna,34,ITA,GK,24,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,41,53,77.4,0,33,0,0,0,2024-10-19
Álvaro Morata,Milan,7,ESP,FW,31,72,0,0,0,0,1,1,0,0,14,0,2,0,0.1,0.1,0.0,1,0,7,9,77.8,1,12,1,1,0,2024-10-19
Tammy Abraham,Milan,90,ENG,FW,27,5,0,0,0,0,1,1,0,0,5,0,0,0,0.4,0.4,0.1,1,0,2,3,66.7,0,1,0,0,0,2024-10-19
Ruben Loftus-Cheek,Milan,8,ENG,FW,28,13,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,1,1,100.0,1,6,1,2,1,2024-10-19
Noah Okafor,Milan,17,SUI,LW,24,45,0,0,0,0,1,1,0,0,20,0,0,1,0.1,0.1,0.2,4,1,9,12,75.0,2,14,2,5,2,2024-10-19
Yunus Musah,Milan,80,USA,CM,21,45,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,10,11,90.9,1,11,1,3,2,2024-10-19
Samuel Chukwueze,Milan,21,NGA,RW and RM,25,87,1,0,0,0,3,1,0,0,28,0,0,0,0.3,0.3,0.1,2,0,11,19,57.9,1,19,2,1,0,2024-10-19
Fikayo Tomori,Milan,23,ENG,RM,26,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-10-19
Christian Pulisic,Milan,11,USA,LM and AM,26,90,0,1,0,0,2,1,0,0,44,1,0,0,0.2,0.2,0.3,4,1,21,34,61.8,4,24,4,2,1,2024-10-19
Tijjani Reijnders,Milan,14,NED,DM,26,28,0,0,0,0,1,0,0,1,17,0,0,0,0.1,0.1,0.0,1,0,13,14,92.9,3,13,1,2,2,2024-10-19
Youssouf Fofana,Milan,29,FRA,CM and DM,25,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,27,34,79.4,3,22,3,1,1,2024-10-19
Filippo Terracciano,Milan,42,ITA,LB,21,90,0,0,0,0,0,0,1,0,44,1,0,0,0.0,0.0,0.0,0,0,36,41,87.8,2,24,0,0,0,2024-10-19
Strahinja Pavlović,Milan,31,SRB,CB,23,90,0,0,0,0,0,0,0,0,51,1,0,0,0.0,0.0,0.2,2,0,41,46,89.1,5,27,1,0,0,2024-10-19
Malick Thiaw,Milan,28,GER,CB,23,90,0,0,0,0,0,0,0,0,52,1,0,0,0.0,0.0,0.0,0,0,42,43,97.7,2,29,0,0,0,2024-10-19
Emerson,Milan,22,BRA,RB,25,90,0,0,0,0,0,0,0,0,68,4,0,0,0.0,0.0,0.0,0,0,47,56,83.9,2,30,0,0,0,2024-10-19
Mike Maignan,Milan,16,FRA,GK,29,90,0,0,0,0,0,0,1,0,46,0,0,0,0.0,0.0,0.0,0,0,28,45,62.2,0,29,0,0,0,2024-10-19
Iker Bravo,Udinese,21,ESP,FW,19,59,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,2,0,9,13,69.2,1,6,0,1,0,2024-10-19
Keinan Davis,Udinese,9,ENG,FW,26,31,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,3,0,7,8,87.5,2,8,0,0,0,2024-10-19
Lorenzo Lucca,Udinese,17,ITA,FW,24,90,0,0,0,0,0,0,1,0,19,0,0,1,0.0,0.0,0.0,0,0,6,12,50.0,0,5,0,0,0,2024-10-19
Oier Zarraga,Udinese,6,ESP,CM,25,68,0,0,0,0,1,0,0,0,22,0,0,0,0.0,0.0,0.1,2,0,19,21,90.5,0,14,0,0,0,2024-10-19
Jurgen Ekkelenkamp,Udinese,32,NED,CM,24,22,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,6,0,0,0,2024-10-19
Jesper Karlström,Udinese,25,SWE,CM,29,80,0,0,0,0,1,0,0,0,38,1,0,1,0.0,0.0,0.0,1,0,27,32,84.4,3,21,0,0,0,2024-10-19
Brenner,Udinese,22,BRA,CM,24,10,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,1,0,5,7,71.4,1,4,0,0,0,2024-10-19
Sandi Lovrić,Udinese,8,SVN,CM,26,69,0,0,0,0,1,0,0,0,24,1,0,1,0.0,0.0,0.0,3,0,14,17,82.4,3,12,1,1,1,2024-10-19
Martín Payero,Udinese,5,ARG,CM,26,21,0,0,0,0,1,0,0,0,19,0,0,1,0.1,0.1,0.0,1,0,16,17,94.1,4,10,2,0,0,2024-10-19
Jordan Zemura,Udinese,33,ZIM,WB,24,90,0,0,0,0,1,0,0,0,56,1,2,0,0.1,0.1,0.0,2,0,40,48,83.3,6,31,1,7,5,2024-10-19
Kingsley Ehizibue,Udinese,19,NED,WB,29,60,0,0,0,0,2,1,0,0,28,4,2,0,0.1,0.1,0.0,0,0,10,19,52.6,0,17,0,1,0,2024-10-19
Hassane Kamara,Udinese,11,CIV,WB,30,30,0,0,0,0,0,0,1,0,27,0,0,1,0.0,0.0,0.1,3,0,18,25,72.0,2,24,3,2,1,2024-10-19
Souleymane Touré,Udinese,95,FRA,CB,21,90,0,0,0,0,0,0,0,0,78,1,1,4,0.0,0.0,0.0,2,0,61,65,93.8,7,49,3,0,0,2024-10-19
Jaka Bijol,Udinese,29,SVN,CB,25,90,0,0,0,0,2,0,1,0,90,0,0,1,0.0,0.0,0.1,3,0,71,81,87.7,13,66,4,0,0,2024-10-19
Christian Kabasele,Udinese,27,BEL,CB,33,90,0,0,0,0,3,0,0,0,65,0,0,2,0.1,0.1,0.0,1,0,46,53,86.8,3,34,3,1,1,2024-10-19
Maduka Okoye,Udinese,40,NGA,GK,25,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,32,34,94.1,1,23,0,0,0,2024-10-19
Dušan Vlahović,Juventus,9,SRB,FW,24,90,0,0,0,0,7,1,0,0,22,0,0,0,0.5,0.5,0.0,2,0,10,13,76.9,2,10,1,0,0,2024-10-19
Kenan Yıldız,Juventus,10,TUR,LW and LM,19,90,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,1,0,27,34,79.4,4,24,4,2,2,2024-10-19
Andrea Cambiaso,Juventus,27,ITA,RW and RB,24,90,0,0,0,0,0,0,0,0,73,3,0,0,0.0,0.0,0.4,8,0,52,65,80.0,4,50,6,3,2,2024-10-19
Douglas Luiz,Juventus,26,BRA,LM and FW and AM,26,90,0,0,0,0,2,0,1,0,62,2,1,0,0.4,0.4,0.1,2,0,41,54,75.9,4,30,1,3,2,2024-10-19
Manuel Locatelli,Juventus,5,ITA,CM,26,53,0,0,0,0,0,0,1,0,45,0,0,1,0.0,0.0,0.2,2,0,38,41,92.7,8,23,2,0,0,2024-10-19
Nicolò Fagioli,Juventus,21,ITA,CM and DM,23,37,0,0,0,0,2,1,1,0,42,1,0,0,0.0,0.0,0.0,1,0,31,38,81.6,8,29,0,0,0,2024-10-19
Khéphren Thuram,Juventus,19,FRA,RM and DM,23,71,0,0,0,0,1,0,0,0,45,1,0,0,0.0,0.0,0.0,3,0,32,37,86.5,6,30,3,2,2,2024-10-19
Vasilije Adžić,Juventus,17,MNE,CM,18,19,0,0,0,0,1,1,0,0,12,2,0,0,0.0,0.0,0.0,2,0,9,10,90.0,1,6,0,0,0,2024-10-19
Juan David Cabal,Juventus,32,COL,LB,23,90,0,0,0,0,1,0,0,0,84,2,1,0,0.0,0.0,0.0,0,0,69,74,93.2,2,45,2,1,0,2024-10-19
Pierre Kalulu,Juventus,15,FRA,CB,24,90,0,0,0,0,0,0,0,0,114,1,0,0,0.0,0.0,0.0,2,0,100,109,91.7,11,80,4,1,0,2024-10-19
Federico Gatti,Juventus,4,ITA,CB,26,72,0,0,0,0,2,0,0,0,61,0,2,0,0.4,0.4,0.0,0,0,53,56,94.6,2,43,2,0,0,2024-10-19
Danilo,Juventus,6,BRA,CB,33,18,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,2,0,29,30,96.7,7,20,3,0,0,2024-10-19
Nicolò Savona,Juventus,37,ITA,RB,21,53,0,0,0,0,0,0,1,0,33,2,0,1,0.0,0.0,0.0,1,0,31,34,91.2,1,22,0,0,0,2024-10-19
Timothy Weah,Juventus,22,USA,RM and RW,24,37,0,0,0,0,0,0,0,0,31,1,0,1,0.0,0.0,0.4,5,0,22,27,81.5,2,23,2,2,1,2024-10-19
Michele Di Gregorio,Juventus,29,ITA,GK,27,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,34,36,94.4,0,29,0,0,0,2024-10-19
Valentín Castellanos,Lazio,11,ARG,FW,26,90,0,0,0,0,0,0,0,0,19,0,0,2,0.0,0.0,0.0,1,0,9,16,56.3,6,11,2,2,1,2024-10-19
Mattia Zaccagni,Lazio,10,ITA,LW,29,66,0,0,0,0,0,0,0,0,21,0,2,0,0.0,0.0,0.0,0,0,9,16,56.3,0,17,2,1,0,2024-10-19
Gaetano Castrovilli,Lazio,22,ITA,LW,27,24,0,0,0,0,0,0,0,0,7,1,1,1,0.0,0.0,0.0,0,0,3,3,100.0,1,2,0,1,1,2024-10-19
Gustav Isaksen,Lazio,18,DEN,RW,23,66,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,5,0,2,0,2024-10-19
Pedro,Lazio,9,ESP,RW,37,24,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,8,0,0,0,2024-10-19
Boulaye Dia,Lazio,19,SEN,AM,27,26,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,0,2024-10-19
Patric,Lazio,4,ESP,CB,31,64,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,0,0,23,29,79.3,2,20,0,0,0,2024-10-19
Nicolò Rovella,Lazio,6,ITA,DM,22,90,0,0,0,0,0,0,0,0,43,3,1,0,0.0,0.0,0.0,0,0,32,33,97.0,0,24,0,0,0,2024-10-19
Mattéo Guendouzi,Lazio,8,FRA,DM,25,66,0,0,0,0,2,1,0,0,29,1,0,1,0.1,0.1,0.0,1,0,17,19,89.5,1,16,0,2,1,2024-10-19
Matías Vecino,Lazio,5,URU,DM,33,24,0,0,0,0,0,0,1,0,10,0,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,4,0,0,0,2024-10-19
Nuno Tavares,Lazio,30,POR,LB,24,77,0,0,0,0,0,0,0,0,37,1,1,0,0.0,0.0,0.0,1,0,19,26,73.1,2,17,2,5,1,2024-10-19
Luca Pellegrini,Lazio,3,ITA,LB,25,13,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,2024-10-19
Alessio Romagnoli,Lazio,13,ITA,CB,29,23,0,0,0,0,0,0,0,1,18,0,0,0,0.0,0.0,0.0,0,0,15,18,83.3,1,15,0,0,0,2024-10-19
Mario Gila,Lazio,34,ESP,CB,24,90,0,0,0,0,0,0,0,0,45,0,0,2,0.0,0.0,0.0,0,0,34,35,97.1,3,26,1,0,0,2024-10-19
Adam Marušić,Lazio,77,MNE,RB,32,90,0,0,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.0,0,0,23,30,76.7,2,18,1,1,1,2024-10-19
Ivan Provedel,Lazio,94,ITA,GK,30,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,27,43,62.8,0,17,0,0,0,2024-10-19
Sebastiano Esposito,Empoli,99,ITA,FW,22,90,0,0,0,0,4,3,0,0,36,2,0,0,0.1,0.1,0.2,3,0,16,24,66.7,8,22,2,0,0,2024-10-20
Lorenzo Colombo,Empoli,29,ITA,FW,22,85,0,0,0,0,1,0,0,0,24,0,0,0,0.2,0.2,0.2,5,0,14,18,77.8,3,10,1,0,0,2024-10-20
Ismael Konate,Empoli,90,CIV,FW,18,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,2024-10-20
Giuseppe Pezzella,Empoli,3,ITA,LW and LB,26,90,0,0,0,0,1,1,0,0,49,2,1,1,0.0,0.0,0.0,4,0,23,39,59.0,2,26,8,7,3,2024-10-20
Emmanuel Gyasi,Empoli,11,GHA,RW and RB,30,90,0,0,0,0,0,0,0,0,56,4,1,1,0.0,0.0,0.0,1,0,41,47,87.2,1,23,1,0,0,2024-10-20
Faustino Anjorin,Empoli,8,ENG,CM,22,77,0,0,0,0,1,0,0,0,57,4,4,1,0.0,0.0,0.2,1,0,34,40,85.0,9,37,2,6,2,2024-10-20
Nicolas Haas,Empoli,32,SUI,CM,28,13,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,0,0,2024-10-20
Jacopo Fazzini,Empoli,10,ITA,CM,21,77,0,0,0,0,2,0,0,0,36,1,0,1,0.3,0.3,0.0,1,0,20,26,76.9,1,22,4,3,0,2024-10-20
Emmanuel Ekong,Empoli,19,SWE,LM and CM,22,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,4,1,2,2,2024-10-20
Alberto Grassi,Empoli,5,ITA,DM,29,71,0,0,0,0,0,0,1,0,49,3,1,0,0.0,0.0,0.0,3,0,39,42,92.9,4,26,1,1,1,2024-10-20
Ola Solbakken,Empoli,17,NOR,DM and RM,26,19,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,3,0,0,0,2024-10-20
Mattia Viti,Empoli,21,ITA,CB,22,90,0,0,0,0,2,0,0,0,52,0,1,3,0.1,0.1,0.0,2,0,39,45,86.7,7,32,1,0,0,2024-10-20
Ardian Ismajli,Empoli,34,ALB,CB,28,90,0,0,0,0,0,0,0,0,63,0,2,1,0.0,0.0,0.0,0,0,51,54,94.4,1,33,0,0,0,2024-10-20
Saba Goglichidze,Empoli,2,GEO,CB,20,78,0,0,0,0,0,0,0,0,42,2,0,2,0.0,0.0,0.0,1,0,31,36,86.1,1,16,0,0,0,2024-10-20
Liam Henderson,Empoli,6,SCO,CM and CB,28,12,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,6,0,0,0,2024-10-20
Devis Vásquez,Empoli,23,COL,GK,26,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,22,34,64.7,0,25,0,0,0,2024-10-20
Romelu Lukaku,Napoli,11,BEL,FW,31,58,0,0,0,0,1,0,0,0,11,0,0,0,0.2,0.2,0.0,1,0,4,7,57.1,0,6,0,2,1,2024-10-20
Giovanni Simeone,Napoli,18,ARG,FW,29,32,0,0,0,0,1,0,0,0,10,0,0,1,0.1,0.1,0.2,3,1,5,6,83.3,0,4,0,1,0,2024-10-20
Khvicha Kvaratskhelia,Napoli,77,GEO,LW,23,75,1,0,1,1,0,0,0,0,27,1,0,0,0.8,0.0,0.0,2,0,14,19,73.7,1,14,1,4,0,2024-10-20
David Neres,Napoli,7,BRA,LW,27,15,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,2,0,3,5,60.0,0,3,2,2,2,2024-10-20
Matteo Politano,Napoli,21,ITA,RW,31,86,0,0,0,0,0,0,0,0,35,2,0,1,0.0,0.0,0.0,3,1,18,27,66.7,3,15,0,2,1,2024-10-20
Pasquale Mazzocchi,Napoli,30,ITA,RW,29,4,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-10-20
Scott McTominay,Napoli,8,SCO,LM,27,90,0,0,0,0,1,0,0,0,41,2,1,1,0.1,0.1,0.0,0,0,26,30,86.7,2,28,1,4,1,2024-10-20
