player,team,shirt_number,nation,position,age,minutes,goals,assists,penalty_shoot_on_goal,penalty_shoot,total_shoot,Shoot on Target,yellow_cards,red_cards,touches,dribbles,tackles,blocks,expected_goals_xg,non_penalty_xg_npxg,expected_assists_xag,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completed_%,progressive_passes,carries,progressive_carries,dribble_attempts,successful_dribbles,date
Adrian Bernabe,Parma,10,ESP,DM,23,90,0,0,0,0,4,0,0,0,81,2,3,4,0.1,0.1,0.2,8,1,53,65,81.5,8,34,2,0,0,2024-08-31
Emanuele Valeri,Parma,14,ITA,LB,25,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,1,0,0,2024-08-31
Enrico Del Prato,Parma,15,ITA,RB,24,83,0,0,0,0,0,0,1,0,56,1,1,3,0.0,0.0,0.4,2,0,25,43,58.1,0,27,0,0,0,2024-08-31
Alessandro Circati,Parma,39,AUS,CB,20,90,0,0,0,0,0,0,0,0,53,1,0,3,0.0,0.0,0.0,0,0,40,40,100.0,1,24,0,0,0,2024-08-31
Botond Balogh,Parma,4,HUN,CB,22,72,0,0,0,0,0,0,0,0,48,5,0,4,0.0,0.0,0.0,2,0,31,32,96.9,0,15,0,0,0,2024-08-31
Yordan Osorio,Parma,3,VEN,CB,30,18,0,0,0,0,0,0,0,0,14,3,1,2,0.0,0.0,0.1,1,0,3,5,60.0,0,5,0,0,0,2024-08-31
Woyo Coulibaly,Parma,26,FRA,LB and RB,25,90,0,0,0,0,0,0,0,0,58,1,0,4,0.0,0.0,0.0,1,0,39,47,83.0,1,20,5,1,1,2024-08-31
Zion Suzuki,Parma,31,JPN,GK,22,74,0,0,0,0,0,0,2,1,51,0,0,0,0.0,0.0,0.0,1,0,38,48,79.2,0,28,0,0,0,2024-08-31
Moise Kean,Fiorentina,20,ITA,FW,24,90,1,0,0,0,5,2,0,0,22,0,0,0,1.3,1.3,0.0,1,0,11,14,78.6,0,16,0,0,0,2024-09-01
Lucas Beltrán,Fiorentina,9,ARG,AM,23,57,0,0,0,0,2,0,0,0,31,0,0,0,0.1,0.1,0.0,0,0,22,28,78.6,4,26,0,0,0,2024-09-01
Christian Kouamé,Fiorentina,99,CIV,AM,26,33,0,0,0,0,1,0,0,0,19,1,0,0,0.0,0.0,0.1,2,0,13,17,76.5,0,11,2,0,0,2024-09-01
Andrea Colpani,Fiorentina,23,ITA,AM,25,68,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,1,0,18,20,90.0,2,18,1,0,0,2024-09-01
Jonathan Ikone,Fiorentina,11,FRA,AM,26,22,0,0,0,0,2,2,0,0,11,0,0,0,0.1,0.1,0.1,5,0,5,6,83.3,0,11,3,4,3,2024-09-01
Danilo Cataldi,Fiorentina,32,ITA,CM,30,68,0,0,0,0,2,0,0,0,57,0,1,0,0.1,0.1,0.1,3,1,44,50,88.0,4,40,3,1,0,2024-09-01
Yacine Adli,Fiorentina,29,FRA,CM,24,22,0,1,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.1,3,2,16,29,55.2,2,18,3,2,2,2024-09-01
Rolando Mandragora,Fiorentina,8,ITA,CM,27,57,0,0,0,0,0,0,1,0,56,0,2,1,0.0,0.0,0.1,4,0,45,55,81.8,5,33,1,0,0,2024-09-01
Edoardo Bove,Fiorentina,4,ITA,CM,22,33,0,0,0,0,2,0,0,0,29,3,0,0,0.1,0.1,0.0,3,0,20,22,90.9,5,13,0,0,0,2024-09-01
Robin Gosens,Fiorentina,21,GER,WB,30,90,1,0,0,0,1,1,0,0,68,4,0,0,0.1,0.1,0.1,4,0,43,58,74.1,6,37,0,0,0,2024-09-01
Dodô,Fiorentina,2,BRA,WB,25,90,0,0,0,0,1,0,1,0,72,2,1,1,0.0,0.0,0.2,4,0,53,65,81.5,6,43,6,3,2,2024-09-01
Cristiano Biraghi,Fiorentina,3,ITA,CB,32,90,0,0,0,0,0,0,0,0,103,0,0,0,0.0,0.0,0.2,3,0,92,102,90.2,4,70,0,0,0,2024-09-01
Luca Ranieri,Fiorentina,6,ITA,CB,25,90,0,1,0,0,0,0,0,0,77,2,1,1,0.0,0.0,0.6,1,1,61,68,89.7,1,50,2,4,1,2024-09-01
Pietro Comuzzo,Fiorentina,15,ITA,CB,19,78,0,0,0,0,1,1,0,0,91,4,0,0,0.0,0.0,0.0,1,0,73,85,85.9,6,59,1,0,0,2024-09-01
Lucas Martínez Quarta,Fiorentina,28,ARG,CB,28,12,0,0,0,0,1,0,0,0,21,2,0,0,0.2,0.2,0.0,0,0,15,16,93.8,1,9,1,0,0,2024-09-01
Pietro Terracciano,Fiorentina,1,ITA,GK,34,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,21,23,91.3,0,18,0,0,0,2024-09-01
Milan Đurić,Monza,11,BIH,FW,34,62,1,0,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.1,1,0,8,19,42.1,0,11,0,0,0,2024-09-01
Andrea Petagna,Monza,37,ITA,FW,29,28,0,0,0,0,0,0,1,0,14,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,9,0,0,0,2024-09-01
Gianluca Caprari,Monza,10,ITA,AM,31,62,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,2,1,10,10,100.0,1,13,0,1,0,2024-09-01
Roberto Gagliardini,Monza,6,ITA,CM,30,28,0,0,0,0,0,0,1,0,10,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,1,0,2024-09-01
Daniel Maldini,Monza,14,ITA,AM,22,68,1,0,0,0,2,2,0,0,23,3,0,1,0.2,0.2,0.0,2,1,7,11,63.6,2,17,1,3,1,2024-09-01
Samuele Vignato,Monza,80,ITA,AM,20,22,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,6,0,3,1,2024-09-01
Warren Bondo,Monza,38,FRA,CM,20,90,0,0,0,0,1,0,0,0,28,1,1,0,0.0,0.0,0.0,0,0,14,18,77.8,0,20,1,3,0,2024-09-01
Matteo Pessina,Monza,32,ITA,CM and AM,27,90,0,0,0,0,0,0,1,0,39,1,1,0,0.0,0.0,0.0,1,0,29,32,90.6,1,18,0,0,0,2024-09-01
Giorgos Kyriakopoulos,Monza,77,GRE,WB,28,90,0,1,0,0,0,0,0,0,44,3,1,1,0.0,0.0,0.0,1,1,23,27,85.2,3,15,2,2,0,2024-09-01
Pedro Pereira,Monza,13,POR,WB,26,77,0,1,0,0,0,0,0,0,20,0,0,2,0.0,0.0,0.1,1,1,9,12,75.0,0,9,0,1,0,2024-09-01
Danilo D'Ambrosio,Monza,33,ITA,WB,35,13,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0,2024-09-01
Andrea Carboni,Monza,44,ITA,CB,23,78,0,0,0,0,0,0,0,0,40,2,0,1,0.0,0.0,0.0,0,0,29,34,85.3,1,26,0,0,0,2024-09-01
Luca Caldirola,Monza,5,ITA,CB,33,12,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,1,0,0,0,0,2024-09-01
Pablo Marí,Monza,22,ESP,CB,31,90,0,0,0,0,0,0,0,0,64,2,3,2,0.0,0.0,0.0,0,0,38,45,84.4,1,29,0,0,0,2024-09-01
Armando Izzo,Monza,4,ITA,CB,32,90,0,0,0,0,0,0,1,0,54,2,2,3,0.0,0.0,0.0,0,0,27,39,69.2,0,27,0,0,0,2024-09-01
Stefano Turati,Monza,30,ITA,GK,22,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,21,35,60.0,0,28,0,0,0,2024-09-01
Vitinha,Genoa,9,POR,FW,24,60,0,0,0,0,2,0,0,0,24,1,0,0,0.0,0.0,0.6,4,0,6,9,66.7,1,13,0,4,1,2024-09-01
Caleb Ekuban,Genoa,18,GHA,FW,30,30,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,7,71.4,2,5,0,1,1,2024-09-01
Andrea Pinamonti,Genoa,19,ITA,FW,25,90,0,0,0,0,1,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,12,19,63.2,1,14,0,1,0,2024-09-01
Morten Frendrup,Genoa,32,DEN,CM,23,83,0,0,0,0,0,0,1,0,43,1,0,1,0.0,0.0,0.0,0,0,30,37,81.1,2,17,0,2,0,2024-09-01
Jeff Ekhator,Genoa,21,ITA,CM,17,7,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,2,0,4,4,100.0,0,5,0,0,0,2024-09-01
Milan Badelj,Genoa,47,CRO,CM,35,59,0,0,0,0,0,0,0,0,33,1,0,2,0.0,0.0,0.0,0,0,20,30,66.7,2,19,0,0,0,2024-09-01
Ruslan Malinovskyi,Genoa,17,UKR,CM,31,31,0,0,0,0,2,0,0,0,27,2,0,0,0.0,0.0,0.0,0,0,18,22,81.8,3,11,0,1,1,2024-09-01
Junior Messias,Genoa,10,BRA,CM,33,85,0,0,0,0,4,1,0,0,44,2,0,0,0.8,0.8,0.0,4,0,23,32,71.9,2,27,4,2,1,2024-09-01
Federico Accornero,Genoa,55,ITA,CM,20,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,0,0,0,2024-09-01
Aarón Martín,Genoa,3,ESP,WB,27,90,0,0,0,0,0,0,0,0,62,2,0,0,0.0,0.0,0.1,2,0,39,55,70.9,5,26,2,1,0,2024-09-01
Stefano Sabelli,Genoa,20,ITA,WB,31,60,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.5,1,0,18,25,72.0,3,11,1,0,0,2024-09-01
Morten Thorsby,Genoa,2,NOR,WB,28,30,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,1,0,3,4,75.0,2,5,0,0,0,2024-09-01
Johan Vásquez,Genoa,22,MEX,CB,25,90,0,0,0,0,1,0,0,0,86,0,2,0,0.5,0.5,0.1,4,0,68,80,85.0,5,46,3,0,0,2024-09-01
Koni De Winter,Genoa,4,BEL,CB,22,90,0,0,0,0,1,0,1,0,102,1,0,0,0.1,0.1,0.0,0,0,80,94,85.1,6,49,0,0,0,2024-09-01
Alessandro Vogliacco,Genoa,14,ITA,CB,25,90,0,0,0,0,0,0,0,0,60,4,2,2,0.0,0.0,0.0,1,0,39,51,76.5,10,34,3,0,0,2024-09-01
Pierluigi Gollini,Genoa,95,ITA,GK,29,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,30,34,88.2,0,19,0,0,0,2024-09-01
Casper Tengstedt,Hellas Verona,11,DEN,FW,24,72,1,0,1,1,1,0,1,0,25,0,0,0,1.0,0.3,0.0,2,1,10,13,76.9,0,7,0,0,0,2024-09-01
Daniel Mosquera,Hellas Verona,35,COL,FW,24,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,3,3,100.0,0,4,0,1,1,2024-09-01
Abdou Harroui,Hellas Verona,18,NED,AM,26,60,0,0,0,0,2,1,1,0,26,1,0,0,0.1,0.1,0.0,2,1,14,19,73.7,2,18,2,3,1,2024-09-01
Flavius Daniliuc,Hellas Verona,4,AUT,CB,23,30,0,0,0,0,0,0,0,0,13,1,1,1,0.0,0.0,0.0,0,0,6,9,66.7,2,1,0,0,0,2024-09-01
Tomáš Suslov,Hellas Verona,31,SVK,AM,22,60,0,0,0,0,0,0,1,0,19,1,0,1,0.0,0.0,0.1,1,0,9,14,64.3,3,10,1,0,0,2024-09-01
Grigoris Kastanos,Hellas Verona,20,CYP,AM,26,30,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,1,7,8,87.5,1,9,0,0,0,2024-09-01
Reda Belahyane,Hellas Verona,6,FRA,CM,20,90,0,0,0,0,2,0,1,0,49,0,0,0,0.1,0.1,0.0,1,0,36,43,83.7,3,30,1,4,3,2024-09-01
Ondrej Duda,Hellas Verona,33,SVK,CM,29,86,0,0,0,0,0,0,1,0,45,1,1,2,0.0,0.0,0.0,1,0,29,36,80.6,2,14,1,0,0,2024-09-01
Giangiacomo Magnani,Hellas Verona,23,ITA,CM,28,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,2,0,0,0,2024-09-01
Darko Lazović,Hellas Verona,8,SRB,WB and AM,33,86,0,0,0,0,3,0,0,0,27,0,0,0,0.2,0.2,0.3,2,0,12,19,63.2,2,9,1,1,0,2024-09-01
Domagoj Bradarić,Hellas Verona,12,CRO,AM,24,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,1,0,0,2024-09-01
Jackson Tchatchoua,Hellas Verona,38,CMR,WB,22,90,1,0,0,0,1,1,0,0,34,5,1,2,0.1,0.1,0.2,2,0,16,24,66.7,2,13,3,0,0,2024-09-01
Martin Frese,Hellas Verona,3,DEN,CB and WB,26,90,0,0,0,0,0,0,0,0,63,3,1,0,0.0,0.0,0.1,4,0,35,53,66.0,4,31,2,0,0,2024-09-01
Diego Coppola,Hellas Verona,42,ITA,CB,20,90,0,0,0,0,0,0,0,0,47,2,1,2,0.0,0.0,0.0,0,0,25,32,78.1,2,18,0,0,0,2024-09-01
Paweł Dawidowicz,Hellas Verona,27,POL,CB,29,90,0,0,0,0,0,0,1,0,55,5,1,0,0.0,0.0,0.0,0,0,30,43,69.8,1,21,0,1,1,2024-09-01
Lorenzo Montipò,Hellas Verona,1,ITA,GK,28,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,18,37,48.6,0,12,0,0,0,2024-09-01
Lorenzo Lucca,Udinese,17,ITA,FW,23,69,0,0,0,0,1,0,0,0,23,1,0,2,0.1,0.1,0.0,2,0,10,15,66.7,1,15,1,3,2,2024-09-01
Keinan Davis,Udinese,9,ENG,FW,26,21,0,0,0,0,2,0,0,0,10,0,1,0,0.2,0.2,0.0,0,0,5,6,83.3,0,4,0,0,0,2024-09-01
Brenner,Udinese,22,BRA,AM,24,69,1,0,0,0,2,1,0,0,32,1,0,0,0.2,0.2,0.0,0,0,17,24,70.8,1,21,1,2,1,2024-09-01
